"Source","Target","first_year","last_year"
William Sparkes,Quaker,,
Joseph F Spence,APS,,
Joseph F Spence,Quaker,,
L Squire,APS,,
L Squire,Quaker,,
Mary Steevens,APS,,
Mary Steevens,Quaker,,
Henry Sterry,APS,,
Henry Sterry,Quaker,,
Richard Sterry,APS,,
Richard Sterry,Quaker,,
John Stevens,APS,,
John Stevens,Quaker,,
Joseph Sturge (Mrs),APS,,
Joseph Sturge (Mrs),Quaker,,
Sarah Styles,APS,,
Sarah Styles,Quaker,,
George N Tatham,APS,,
George N Tatham,Quaker,,
Mary Ann Tatham,APS,,
Mary Ann Tatham,Quaker,,
Edward Taylor,APS,,
Edward Taylor,Quaker,,
F Taylor,APS,,
F Taylor,Quaker,,
H Taylor,APS,,
H Taylor,Quaker,,
A Thistlethwaite,APS,,
A Thistlethwaite,Quaker,,
F J Thompson,APS,,
F J Thompson,Quaker,,
Josiah Thompson,APS,,
Josiah Thompson,Quaker,,
Thomas Thompson,APS,,
Thomas Thompson,Quaker,,
W Thompson,APS,,
W Thompson,Quaker,,
x Thompson,APS,,
George Treffry,APS,,
George Treffry,Quaker,,
Frederick Tuckett,APS,,
Frederick Tuckett,Quaker,,
W Tuke,APS,,
W Tuke,Quaker,,
Thomas Turner,APS,,
Thomas Turner,Quaker,,
James E Veale,APS,,
James E Veale,Quaker,,
Jonathan Walker,APS,,
Jonathan Walker,Quaker,,
Ann Wallis,APS,,
Ann Wallis,Quaker,,
John Warner,APS,,
John Warner,Quaker,,
Alfred Waterhouse,APS,,
Alfred Waterhouse,Quaker,,
Mary Waterhouse,APS,,
Mary Waterhouse,Quaker,,
R Waterhouse,APS,,
R Waterhouse,Quaker,,
Thomas Wedmore,APS,,
Thomas Wedmore,Quaker,,
James Wells,APS,,
James Wells,Quaker,,
Daniel Wheeler,APS,,
Daniel Wheeler,Quaker,,
W Whiting,APS,,
W Whiting,Quaker,,
John Jun Williams,APS,,
John Jun Williams,Quaker,,
W R Williams,APS,,
W R Williams,Quaker,,
Charles Wilson,APS,,
Charles Wilson,Quaker,,
George Wilson,APS,,
George Wilson,Quaker,,
Isaac Wilson,APS,,
Isaac Wilson,Quaker,,
Joseph Wilson,APS,,
Joseph Wilson,Quaker,,
Rebecca Wilson,APS,,
Rebecca Wilson,Quaker,,
H Wise,APS,,
H Wise,Quaker,,
William Woods,APS,,
William Woods,Quaker,,
Louisa Wright,APS,,
Louisa Wright,Quaker,,
James Bowden,QCA,,
James Bowden,Quaker,,
William Nash,QCA,,
William Nash,Quaker,,
Joseph Sturge,QCA,,
Joseph Sturge,Quaker,,
William Jun Grimshaw,QCA,,
William Jun Grimshaw,Quaker,,
Henry Knight,APS,,
Henry Knight,QCA,,
Henry Knight,Quaker,,
Edward Paull,QCA,,
Edward Paull,Quaker,,
Robert Jun Alsop,QCA,,
Robert Jun Alsop,Quaker,,
Abram Rawlinson Barclay,QCA,,
Abram Rawlinson Barclay,Quaker,,
John Barclay,QCA,,
John Barclay,Quaker,,
Richard Barrett,QCA,,
Richard Barrett,Quaker,,
John Thomas Barry,APS,,
John Thomas Barry,QCA,,
John Thomas Barry,Quaker,,
Peter Bedford,APS,,
Peter Bedford,QCA,,
Peter Bedford,Quaker,,
John Bell,APS,,
John Bell,QCA,,
John Bell,Quaker,,
Thomas Christy,APS,,
Thomas Christy,QCA,,
Thomas Christy,Quaker,,
Samuel Darton,QCA,,
Samuel Darton,Quaker,,
Josiah Forster,APS,,
Josiah Forster,QCA,,
Josiah Forster,Quaker,,
Robert Forster,APS,,
Robert Forster,QCA,,
Robert Forster,Quaker,,
William Forster,APS,,
William Forster,QCA,,
William Forster,Quaker,,
Joseph Talwin Foster,QCA,,
Joseph Talwin Foster,Quaker,,
John Hamilton,QCA,,
John Hamilton,Quaker,,
Edwd Harris,QCA,,
Edwd Harris,Quaker,,
Geo Holmes,QCA,,
Geo Holmes,Quaker,,
Robert Howard,APS,,
Robert Howard,QCA,,
Robert Howard,Quaker,,
John Kitching,APS,,
John Kitching,QCA,,
John Kitching,Quaker,,
Joseph Neatby,APS,,
Joseph Neatby,QCA,,
Joseph Neatby,Quaker,,
John Sanderson,APS,,
John Sanderson,QCA,,
John Sanderson,Quaker,,
Joseph Shewell,APS,,
Joseph Shewell,QCA,,
Joseph Shewell,Quaker,,
George Stacey,QCA,,
George Stacey,Quaker,,
 Joseph Storrs,QCA,,
 Joseph Storrs,Quaker,,
John M Albright,APS,,
John M Albright,Quaker,,
G W Alexander,APS,,
G W Alexander,Quaker,,
Henry Alexander,APS,,
Henry Alexander,Quaker,,
R D Alexander,APS,,
R D Alexander,Quaker,,
Thomas Allis,APS,,
Thomas Allis,Quaker,,
John D Appleton,APS,,
John D Appleton,Quaker,,
Caroline Armistead,APS,,
Caroline Armistead,Quaker,,
Joseph Armistead,APS,,
Joseph Armistead,Quaker,,
Edward Ash,APS,,
Edward Ash,Quaker,,
Alfred Backhouse,APS,,
Alfred Backhouse,Quaker,,
Edmund Backhouse,APS,,
Edmund Backhouse,Quaker,,
Edward Jun Backhouse,APS,,
Edward Jun Backhouse,Quaker,,
James Jun Backhouse,APS,,
James Jun Backhouse,Quaker,,
John Church Backhouse,APS,,
John Church Backhouse,Quaker,,
J E Baker,APS,,
J E Baker,Quaker,,
James Baker,APS,,
James Baker,Quaker,,
A P Balkwill,APS,,
A P Balkwill,Quaker,,
William Ball,APS,,
William Ball,Quaker,,
Eliza Barclay,APS,,
Eliza Barclay,Quaker,,
J Gurney Barclay,APS,,
J Gurney Barclay,Quaker,,
Jonathan Barrett,APS,,
Jonathan Barrett,Quaker,,
R Barrett,APS,,
R Barrett,Quaker,,
R C Barrow,APS,,
R C Barrow,Quaker,,
S Barter,APS,,
S Barter,Quaker,,
John D Bassett,APS,,
John D Bassett,Quaker,,
John Baynes,APS,,
John Baynes,Quaker,,
John Beaumont,APS,,
John Beaumont,Quaker,,
Rebecca Beaumont,APS,,
Rebecca Beaumont,Quaker,,
William Beaumont,APS,,
William Beaumont,Quaker,,
Samuel Beck,APS,,
Samuel Beck,Quaker,,
Deborah Beesley,APS,,
Deborah Beesley,Quaker,,
Paul Bevan,APS,,
Paul Bevan,Quaker,,
Robert Bevan,APS,,
Robert Bevan,Quaker,,
Martha A Binyon,APS,,
Martha A Binyon,Quaker,,
Thomas Binyon,APS,,
Thomas Binyon,Quaker,,
S Birchall,APS,,
S Birchall,Quaker,,
Thomas Blain,APS,,
Thomas Blain,Quaker,,
J Blunsom,APS,,
J Blunsom,Quaker,,
W Bott,APS,,
W Bott,Quaker,,
Christopher Bowley,APS,,
Christopher Bowley,Quaker,,
W C Bowley,APS,,
W C Bowley,Quaker,,
Edwin Bracher,APS,,
Edwin Bracher,Quaker,,
James Bracher,APS,,
James Bracher,Quaker,,
Lucy Bradshaw,APS,,
Lucy Bradshaw,Quaker,,
G S Brady,APS,,
G S Brady,Quaker,,
Joseph B Braithwaite,APS,,
Joseph B Braithwaite,Quaker,,
S Braithwaite,APS,,
S Braithwaite,Quaker,,
Charles Brewin,APS,,
Charles Brewin,Quaker,,
Robert Brewin,APS,,
Robert Brewin,Quaker,,
Thomas Brewin,APS,,
Thomas Brewin,Quaker,,
William Brewin,APS,,
William Brewin,Quaker,,
Francis Brown,APS,,
Francis Brown,Quaker,,
Gopsill Brown,APS,,
Gopsill Brown,Quaker,,
W W Brown,APS,,
W W Brown,Quaker,,
J F Burgess,APS,,
J F Burgess,Quaker,,
Wilson Burgess,APS,,
Wilson Burgess,Quaker,,
Henry Burlingham,APS,,
Henry Burlingham,Quaker,,
Jonathan Burtt,APS,,
Jonathan Burtt,Quaker,,
P Burtt,APS,,
P Burtt,Quaker,,
Edward North Buxton,APS,,
Edward North Buxton,Quaker,,
James Cadbury,APS,,
James Cadbury,Quaker,,
John M Candler,APS,,
John M Candler,Quaker,,
Edward Carroll,APS,,
Edward Carroll,Quaker,,
Joseph Cash,APS,,
Joseph Cash,Quaker,,
Newman Cash,APS,,
Newman Cash,Quaker,,
William Cash,APS,,
William Cash,Quaker,,
R D Catchpool,APS,,
R D Catchpool,Quaker,,
Thomas Catchpool,APS,,
Thomas Catchpool,Quaker,,
Thomas Chalk,APS,,
Thomas Chalk,Quaker,,
Elizabeth Charelton,APS,,
Elizabeth Charelton,Quaker,,
James Charleton,APS,,
James Charleton,Quaker,,
Robert Charleton,APS,,
Robert Charleton,Quaker,,
Richard Christy,APS,,
Richard Christy,Quaker,,
Cyrus Clark,APS,,
Cyrus Clark,Quaker,,
James Clark (2),APS,,
James Clark (2),Quaker,,
Joseph Clark,APS,,
Joseph Clark,Quaker,,
W S Clark,APS,,
W S Clark,Quaker,,
George Cook,APS,,
George Cook,Quaker,,
J H Cotterell,APS,,
J H Cotterell,Quaker,,
Elliott Cresson,APS,,
Elliott Cresson,Quaker,,
W D Crewdson,APS,,
W D Crewdson,Quaker,,
Ann Cropper,APS,,
Ann Cropper,Quaker,,
James Cropper,APS,,
James Cropper,Quaker,,
John Cropper,APS,,
John Cropper,Quaker,,
Joseph Crosfield,APS,,
Joseph Crosfield,Quaker,,
William Crosfield,APS,,
William Crosfield,Quaker,,
Jeremiah Cross,APS,,
Jeremiah Cross,Quaker,,
Martha Cross,APS,,
Martha Cross,Quaker,,
Edward A Crouch,APS,,
Edward A Crouch,Quaker,,
Abraham Crowley,APS,,
Abraham Crowley,Quaker,,
Frederick Crowley,APS,,
Frederick Crowley,Quaker,,
J Cudworth,APS,,
J Cudworth,Quaker,,
Mary Cudworth,APS,,
Mary Cudworth,Quaker,,
William Cudworth,APS,,
William Cudworth,Quaker,,
Lucy Darby,APS,,
Lucy Darby,Quaker,,
Richard Day,APS,,
Richard Day,Quaker,,
William Dent,APS,,
William Dent,Quaker,,
Barnard Dickinson,APS,,
Barnard Dickinson,Quaker,,
Elizabeth G Dimsdale,APS,,
Elizabeth G Dimsdale,Quaker,,
J Doubleday,APS,,
J Doubleday,Quaker,,
R Doubleday,APS,,
R Doubleday,Quaker,,
Joseph Eaton,APS,,
Joseph Eaton,Quaker,,
Thomas Emmott,APS,,
Thomas Emmott,Quaker,,
Mary Exton,APS,,
Mary Exton,Quaker,,
William Exton,APS,,
William Exton,Quaker,,
Abraham Fisher,APS,,
Abraham Fisher,Quaker,,
Rachel Fowler,APS,,
Rachel Fowler,Quaker,,
Thomas Fowler,APS,,
Thomas Fowler,Quaker,,
Alfred L Fox,APS,,
Alfred L Fox,Quaker,,
Francis E Fox,APS,,
Francis E Fox,Quaker,,
Frederick H Fox,APS,,
Frederick H Fox,Quaker,,
J G Fox,APS,,
J G Fox,Quaker,,
R Barclay Fox,APS,,
R Barclay Fox,Quaker,,
Philip Frith,APS,,
Philip Frith,Quaker,,
Frederick Fryer,APS,,
Frederick Fryer,Quaker,,
John Gayner,APS,,
John Gayner,Quaker,,
Deborah Gibson,APS,,
Deborah Gibson,Quaker,,
E Gilkes,APS,,
E Gilkes,Quaker,,
Charles Gillett,APS,,
Charles Gillett,Quaker,,
Jonathan Gillett,APS,,
Jonathan Gillett,Quaker,,
Burwood Godlee,APS,,
Burwood Godlee,Quaker,,
Alexander Grace,APS,,
Alexander Grace,Quaker,,
Anna Gurney,APS,,
Anna Gurney,Quaker,,
Edmund Gurney,APS,,
Edmund Gurney,Quaker,,
Henry E Gurney,APS,,
Henry E Gurney,Quaker,,
John Gurney,APS,,
John Gurney,Quaker,,
Samuel Gurney,APS,,
Samuel Gurney,Quaker,,
Daniel P Hack,APS,,
Daniel P Hack,Quaker,,
John Barton Hack,APS,,
John Barton Hack,Quaker,,
Cornelius Hanbury,APS,,
Cornelius Hanbury,Quaker,,
Cornelius x Jun Hanbury,APS,,
Cornelius x Jun Hanbury,Quaker,,
Daniel Bell Hanbury,APS,,
Daniel Bell Hanbury,Quaker,,
Samuel Hare,APS,,
Samuel Hare,Quaker,,
Charles L Harford,APS,,
Charles L Harford,Quaker,,
John Harford,APS,,
John Harford,Quaker,,
Summers Harford,APS,,
Summers Harford,Quaker,,
William Hargreaves,APS,,
William Hargreaves,Quaker,,
John Harlock,APS,,
John Harlock,Quaker,,
Theodore Harris,APS,,
Theodore Harris,Quaker,,
John Herschell,APS,,
Gray Hester,APS,,
Gray Hester,Quaker,,
M A Hewitson,APS,,
M A Hewitson,Quaker,,
Henry Hipsley,APS,,
Henry Hipsley,Quaker,,
John Hodgkin,APS,,
John Hodgkin,Quaker,,
J Holdsworth,APS,,
J Holdsworth,Quaker,,
Richard Holdsworth,APS,,
Richard Holdsworth,Quaker,,
G B Holmes,APS,,
G B Holmes,Quaker,,
S Horman-Fisher,APS,,
S Horman-Fisher,Quaker,,
Robert Horne,APS,,
Robert Horne,Quaker,,
John Horniman,APS,,
John Horniman,Quaker,,
Charles Horsnaill,APS,,
Charles Horsnaill,Quaker,,
W C Horsnaill,APS,,
W C Horsnaill,Quaker,,
Sarah Hotham,APS,,
Sarah Hotham,Quaker,,
Luke Howard,APS,,
Luke Howard,Quaker,,
William Howitt,APS,,
William Howitt,Quaker,,
Rachel Hubbert,APS,,
Rachel Hubbert,Quaker,,
Joseph Hudson,APS,,
Joseph Hudson,Quaker,,
John Huntley,APS,,
John Huntley,Quaker,,
Joseph Huntley,APS,,
Joseph Huntley,Quaker,,
Martha Hutchinson,APS,,
Martha Hutchinson,Quaker,,
R Impey,APS,,
R Impey,Quaker,,
Edward James,APS,,
Edward James,Quaker,,
A Janson,APS,,
A Janson,Quaker,,
William Janson,APS,,
William Janson,Quaker,,
Andrew Johnston,APS,,
Andrew Johnston,Quaker,,
Andrew & Jun Johnston,APS,,
Andrew & Jun Johnston,Quaker,,
John Jowett,APS,,
John Jowett,Quaker,,
W D King,APS,,
W D King,Quaker,,
J H Knight,APS,,
J H Knight,Quaker,,
T Knott,APS,,
T Knott,Quaker,,
Edward A Leatham,APS,,
Edward A Leatham,Quaker,,
Isabella Lister,APS,,
Isabella Lister,Quaker,,
Wilson Lloyd,APS,,
Wilson Lloyd,Quaker,,
Haggar Lowe,APS,,
Haggar Lowe,Quaker,,
Edmund Lucas,APS,,
Edmund Lucas,Quaker,,
Frederick Lucas,APS,,
Frederick Lucas,Quaker,,
Jeffrey Lucas,APS,,
Jeffrey Lucas,Quaker,,
Martha Lucas,APS,,
Martha Lucas,Quaker,,
Samuel Lucas,APS,,
Samuel Lucas,Quaker,,
William Jun Lucas,APS,,
William Jun Lucas,Quaker,,
Harford Lury,APS,,
Harford Lury,Quaker,,
J E Lury,APS,,
J E Lury,Quaker,,
W Mann,APS,,
W Mann,Quaker,,
Caroline Marriage,APS,,
Caroline Marriage,Quaker,,
Edward Marsh,APS,,
Edward Marsh,Quaker,,
Thomas William Marsh,APS,,
Thomas William Marsh,Quaker,,
Thomas Maw,APS,,
Thomas Maw,Quaker,,
Edward C May,APS,,
Edward C May,Quaker,,
Francis May,APS,,
Francis May,Quaker,,
John Mayfield,APS,,
John Mayfield,Quaker,,
Josiah Merrick,APS,,
Josiah Merrick,Quaker,,
John Morland,APS,,
John Morland,Quaker,,
George L Neighbour,APS,,
George L Neighbour,Quaker,,
Josiah Newman,APS,,
Josiah Newman,Quaker,,
William Norris,APS,,
William Norris,Quaker,,
Thomas Norton,APS,,
Thomas Norton,Quaker,,
William Norton,APS,,
William Norton,Quaker,,
William Nutter,APS,,
William Nutter,Quaker,,
J J Packer,APS,,
J J Packer,Quaker,,
George Palmer,APS,,
George Palmer,Quaker,,
Reuben C Payne,APS,,
Reuben C Payne,Quaker,,
Arthur Pease,APS,,
Arthur Pease,Quaker,,
Edward Pease,APS,,
Edward Pease,Quaker,,
Gurney Pease,APS,,
Gurney Pease,Quaker,,
Henry Fell Pease,APS,,
Henry Fell Pease,Quaker,,
John Pease,APS,,
John Pease,Quaker,,
John B Pease,APS,,
John B Pease,Quaker,,
Joseph Pease,APS,,
Joseph Pease,Quaker,,
Joseph Whitwell Pease,APS,,
Joseph Whitwell Pease,Quaker,,
Susan Pease,APS,,
Susan Pease,Quaker,,
Thomas Pease,APS,,
Thomas Pease,Quaker,,
Algernon Peckover,APS,,
Algernon Peckover,Quaker,,
William Peckover,APS,,
William Peckover,Quaker,,
Robert H Penney,APS,,
Robert H Penney,Quaker,,
Isaac Pitt,APS,,
Isaac Pitt,Quaker,,
Jacob Post,APS,,
Jacob Post,Quaker,,
Joseph T Price,APS,,
Joseph T Price,Quaker,,
Lydia Prideaux,APS,,
Lydia Prideaux,Quaker,,
Samuel Priestman,APS,,
Samuel Priestman,Quaker,,
John Pryor,APS,,
John Pryor,Quaker,,
G R Pumphrey,APS,,
G R Pumphrey,Quaker,,
W P Read,APS,,
W P Read,Quaker,,
Isaac Reckitt,APS,,
Isaac Reckitt,Quaker,,
Jonathan Rees,APS,,
Jonathan Rees,Quaker,,
Jane Reynolds,APS,,
Jane Reynolds,Quaker,,
G E Richardson,APS,,
G E Richardson,Quaker,,
John Rickman,APS,,
John Rickman,Quaker,,
Josephina Rickman,APS,,
Josephina Rickman,Quaker,,
Matilda Rickman,APS,,
Matilda Rickman,Quaker,,
Priscilla Rickman,APS,,
Priscilla Rickman,Quaker,,
R Rickman,APS,,
R Rickman,Quaker,,
R P Rickman,APS,,
R P Rickman,Quaker,,
Isaac Robson,APS,,
Isaac Robson,Quaker,,
J S Robson,APS,,
J S Robson,Quaker,,
Joseph Rosling,APS,,
Joseph Rosling,Quaker,,
Samuel Rosling,APS,,
Samuel Rosling,Quaker,,
John Rowntree,APS,,
John Rowntree,Quaker,,
W Rowntree,APS,,
W Rowntree,Quaker,,
Sarah Rundell,APS,,
Sarah Rundell,Quaker,,
John F Rutter,APS,,
John F Rutter,Quaker,,
Samuel Rutter,APS,,
Samuel Rutter,Quaker,,
E Sayce,APS,,
E Sayce,Quaker,,
Hannah Scarr,APS,,
Hannah Scarr,Quaker,,
F Seebohm,APS,,
F Seebohm,Quaker,,
John R Seekings,APS,,
John R Seekings,Quaker,,
James Sessions,APS,,
James Sessions,Quaker,,
Lydia Sessions,APS,,
Lydia Sessions,Quaker,,
Robert Sessions,APS,,
Robert Sessions,Quaker,,
Abraham Sewell,APS,,
Abraham Sewell,Quaker,,
E F Sewell,APS,,
E F Sewell,Quaker,,
Joseph Sewell,APS,,
Joseph Sewell,Quaker,,
Phillip Sewell,APS,,
Phillip Sewell,Quaker,,
Joseph Sharples,APS,,
Joseph Sharples,Quaker,,
John T Shewell,APS,,
John T Shewell,Quaker,,
Thomas Short,APS,,
Thomas Short,Quaker,,
W Dillwyn Sims,APS,,
W Dillwyn Sims,Quaker,,
W Skinner,APS,,
W Skinner,Quaker,,
Bartholomew Smith,APS,,
Bartholomew Smith,Quaker,,
George Smithson,APS,,
George Smithson,Quaker,,
E P Southall,APS,,
E P Southall,Quaker,,
Sarah Southall,APS,,
Sarah Southall,Quaker,,
J M Sparkes,APS,,
J M Sparkes,Quaker,,
H Squire,APS,,
H Squire,Quaker,,
John Stansfield,APS,,
John Stansfield,Quaker,,
Joseph Sterry,APS,,
Joseph Sterry,Quaker,,
Sarah Sterry,APS,,
Sarah Sterry,Quaker,,
J L Stevens,APS,,
J L Stevens,Quaker,,
Charles Sturge,APS,,
Charles Sturge,Quaker,,
Edmund Sturge,APS,,
Edmund Sturge,Quaker,,
George Sturge,APS,,
George Sturge,Quaker,,
H J Sturge,APS,,
H J Sturge,Quaker,,
Samuel Sturge,APS,,
Samuel Sturge,Quaker,,
Thomas M Sturge,APS,,
Thomas M Sturge,Quaker,,
Walter Sturge,APS,,
Walter Sturge,Quaker,,
Jemima Swan,APS,,
Jemima Swan,Quaker,,
William Tanner,APS,,
William Tanner,Quaker,,
W Tatum,APS,,
W Tatum,Quaker,,
Edward Thomas,APS,,
Edward Thomas,Quaker,,
George Thomas,APS,,
George Thomas,Quaker,,
Samuel Thompson,APS,,
Samuel Thompson,Quaker,,
Fielden Thorpe,APS,,
Fielden Thorpe,Quaker,,
E O Tindale,APS,,
E O Tindale,Quaker,,
Robert Tindall,APS,,
Robert Tindall,Quaker,,
Joshua Treffry,APS,,
Joshua Treffry,Quaker,,
Nathaniel Tregellis,APS,,
Nathaniel Tregellis,Quaker,,
Elizabeth Tuckett,APS,,
Elizabeth Tuckett,Quaker,,
Francis Tuckett,APS,,
Francis Tuckett,Quaker,,
P Debell Tuckett,APS,,
P Debell Tuckett,Quaker,,
D Tuke,APS,,
D Tuke,Quaker,,
J H Tuke,APS,,
J H Tuke,Quaker,,
Samuel Tuke,APS,,
Samuel Tuke,Quaker,,
Ann Tweedy,APS,,
Ann Tweedy,Quaker,,
R Tweedy,APS,,
R Tweedy,Quaker,,
William Tweedy,APS,,
William Tweedy,Quaker,,
Richard Veale,APS,,
Richard Veale,Quaker,,
William Veale,APS,,
William Veale,Quaker,,
John Wadge,APS,,
John Wadge,Quaker,,
F J Walker,APS,,
F J Walker,Quaker,,
Marriage Wallis,APS,,
Marriage Wallis,Quaker,,
Charles B Warner,APS,,
Charles B Warner,Quaker,,
Septimus Warner,APS,,
Septimus Warner,Quaker,,
Lucy Westcombe,APS,,
Lucy Westcombe,Quaker,,
Thomas Westcombe,APS,,
Thomas Westcombe,Quaker,,
Benjamin Wheeler,APS,,
Benjamin Wheeler,Quaker,,
Frederick Wheeler,APS,,
Frederick Wheeler,Quaker,,
Samuel Wheeler,APS,,
Samuel Wheeler,Quaker,,
John Whiting,APS,,
John Whiting,Quaker,,
John Wiblin,APS,,
John Wiblin,Quaker,,
Caleb Williams,APS,,
Caleb Williams,Quaker,,
John E Wilson,APS,,
John E Wilson,Quaker,,
Joshua Wilson,APS,,
Joshua Wilson,Quaker,,
F Woodhead,APS,,
F Woodhead,Quaker,,
W Woolston,APS,,
W Woolston,Quaker,,
Francis Wright,APS,,
Francis Wright,Quaker,,
S W Wright,APS,,
S W Wright,Quaker,,
George Abbott,APS,,
E Abdy,APS,,
William Abdy,APS,,
S J Abington,APS,,
x Adams,APS,,
Charles Adlard,APS,,
James Adlard,APS,,
x Agar,APS,,
C A Albright,APS,,
E A Albright,APS,,
John Alcard,APS,,
J Alexander,APS,,
Elizabeth Allen,APS,,
F Allen,APS,,
J Allen,APS,,
John Allen,APS,,
Richard Allen,APS,,
S Allen,APS,,
S Allen (2),APS,,
T Allen,APS,,
Denison H Allport,APS,,
A Ambrose,APS,,
G F Angas,APS,,
N D By G F Angas,APS,,
Henry Angus,APS,,
x Ap Forstell,APS,,
x Apelez,APS,,
Richard Ash,APS,,
Frederick Ashby,APS,,
F J Atkins,APS,,
E Backhouse,APS,,
Fanny Backhouse,APS,,
J Backhouse,APS,,
J E Backhouse,APS,,
S Backhouse,APS,,
E Baines,APS,,
Frederick Baines,APS,,
M T Baines,APS,,
Hannah Baker,APS,,
J G Baker,APS,,
Adrian Balbi,APS,,
J S Banbury,APS,,
Sa Bandeira,APS,,
John Banim,APS,,
Sax Bannister,APS,,
x Barclay,APS,,
C Baxter,APS,,
S Beale,APS,,
x Beaumont,APS,,
Esther Beecham,APS,,
A Bell,APS,,
Maldon Bell,APS,,
Mary Bell,APS,,
S E E Bell,APS,,
John Bellerby,APS,,
F J Bett,APS,,
x Bevan,APS,,
Samuel Blackburn,APS,,
W T Blair,APS,,
W Blott,APS,,
x Blumenbach,APS,,
x Boehmer,APS,,
D Bolton,APS,,
J Booth,APS,,
James Booth,APS,,
x Booth,APS,,
x Bott,APS,,
x Bousfield,APS,,
Benjamin Boyd,APS,,
J Bradley,APS,,
x Brady,APS,,
L Bridgland,APS,,
x Brightwell,APS,,
John Ivatt Briscoe,APS,,
x Brouwer,APS,,
D Brown,APS,,
Jeremiah Bryant,APS,,
J Buckland,APS,,
John Budge,APS,,
W F Budgett,APS,,
x Burder,APS,,
John Burgess,APS,,
x Burgess,APS,,
John Burnett,APS,,
Edmund Buxton,APS,,
x Buxton,APS,,
M Cabet,APS,,
John Candlish,APS,,
R Carthington,APS,,
James Cash,APS,,
M Cassin,APS,,
L A Chamerovzov,APS,,
M Chamisso,APS,,
x Channing,APS,,
R Chapman,APS,,
Eardley Childers,APS,,
George Christie,APS,,
Ann W Christy,APS,,
Alfred Spencer Churchill,APS,,
Charles Clark,APS,,
Thomas Clark,APS,,
W J Clark,APS,,
x Clark (2),APS,,
Ebenezer Clarke,APS,,
Joseph Clarke,APS,,
Thomas Clarkson,APS,,
John Clayton,APS,,
J W C Clothier,APS,,
R C Cobbold,APS,,
Robert K Cobbold,APS,,
Jane Cocks,APS,,
x Collett,APS,,
J B Cook,APS,,
P Cook,APS,,
George Cooke,APS,,
J B Cooke,APS,,
J Cooper,APS,,
x Corbett,APS,,
x Corder,APS,,
James Coxen,APS,,
Agnes Craig,APS,,
William Crawford,APS,,
Handel Crosham,APS,,
Ann Crowley,APS,,
E Crowley,APS,,
P Cudworth,APS,,
x Cuff,APS,,
x David,APS,,
x Davies,APS,,
James Davis,APS,,
M De Beaumont,APS,,
x De Gerando,APS,,
J Dennis,APS,,
Thomas Denton,APS,,
Augustus D'Este,APS,,
W R Deverell,APS,,
John Dinham,APS,,
Thomas Dinham,APS,,
Anthony Dinsdale,APS,,
D Dodshon,APS,,
J M Dorking,APS,,
x Doubleday,APS,,
James Douglas,APS,,
F C Dowley,APS,,
x Downing,APS,,
J E Drake,APS,,
P Du Ponceau,APS,,
Philip Durant,APS,,
x Edmonds,APS,,
x Edwards,APS,,
E & M Elliott,APS,,
Ebenezer Elliott,APS,,
Mary Elliott,APS,,
John Ellis,APS,,
W Enfield,APS,,
John Epps,APS,,
Don Flores Estrada,APS,,
William Evans,APS,,
x Evans,APS,,
Edward Everett,APS,,
John Fairbarn,APS,,
William Falconer,APS,,
Joshua Fardon,APS,,
J Farnworth,APS,,
M Felix,APS,,
Pinheiro Fereira,APS,,
Conrad Finzel,APS,,
Horman S Fisher,APS,,
A Fitzjames,APS,,
x Flashman,APS,,
Estrade Flores,APS,,
E Ford,APS,,
Thomas Ford,APS,,
A F Forsell,APS,,
James T Foster,APS,,
John Lister Foster,APS,,
John Foulger,APS,,
x Foville,APS,,
Mary Fox,APS,,
x Foxville,APS,,
J J Freeman,APS,,
A Friend,APS,,
R Fry,APS,,
Benson Fryer,APS,,
Forster Fryer,APS,,
x Fryer,APS,,
Charles Garrett,APS,,
John Garrett,APS,,
H E Garvey,APS,,
M de Gasparin,APS,,
Elizabeth F Gibson,APS,,
G J Gibson,APS,,
Joseph Gillett,APS,,
F Good,APS,,
Hannah Good,APS,,
John T Grace,APS,,
M Grand Pierre,APS,,
M Grangeret de la Grange,APS,,
Laggan Grant,APS,,
Fr Groth,APS,,
Aldin Grout,APS,,
R R Gurley,APS,,
Edward Gurney,APS,,
