"Name","quaker","first_year","last_year","birth_year","death_year"
Frederick Thompson,NA,1864,1871,NA,"1,885"
George C Thompson,NA,1866,1870,NA,NA
John Thomson,NA,1866,1871,"1,837","1,921"
L E Threlkeld,NA,1854,1871,"1,788","1,859"
Edward Thurlow,NA,1863,1871,NA,NA
John Thurnam,NA,1852,1870,"1,810","1,873"
Richard Hill Tiddeman,NA,1870,1871,"1,842","1,917"
Samuel Timmins,NA,1865,1871,"1,826","1,902"
John Tolhurst,NA,1867,1871,NA,NA
Albert Tootal,NA,1867,1871,"1,838","1,893"
Arthur Trevelyan,NA,1863,1871,NA,"1,880"
Nicolas Trubner,NA,1863,1871,"1,817","1,884"
Charles jun Tuckett,NA,1864,1871,NA,"1,875"
Thomas Harrington Tuke,NA,1849,1871,"1,826","1,888"
John Underwood,NA,1860,1871,NA,NA
Jonas Daniel Vaughan,NA,1865,1871,"1,825","1,891"
William Sandys Wright Vaux,NA,1871,1871,"1,818","1,885"
George Venables Vernon,NA,1863,1871,NA,"1,878"
Carl Vogt,NA,1863,1871,"1,817","1,895"
Thomas Francis Wade,NA,1865,1871,"1,818","1,895"
Cornelius Walford,NA,1866,1871,"1,827","1,885"
Charles Pyndar Beauchamp Walker,NA,1865,1871,"1,817","1,894"
James Sydney Walker,NA,1854,1871,NA,"1,883"
Thomas Walker,NA,1854,1871,"1,832","1,896"
Alfred Russel Wallace,NA,1866,1871,"1,823","1,913"
Joshua Walmsley,NA,1867,1871,"1,819",NA
Phillipp Alexander Walther,NA,1862,1871,"1,812","1,887"
Ottiwell Charles Waterfield,NA,1864,1871,"1,831","1,898"
Samuel Watson,NA,1863,1871,NA,NA
Robert Watt,NA,1869,1871,NA,NA
Hermann Welcker,NA,1862,1871,"1,822","1,897"
Hodder Michael Westropp,NA,1863,1871,"1,820","1,885"
James Whishaw,NA,1846,1871,"1,808","1,879"
x Wienecke,NA,1862,1871,NA,NA
John Gardner Wilkinson,NA,1853,1871,"1,797","1,875"
John (1) Williams,NA,1867,1871,NA,NA
John Wilkins Williams,NA,1867,1871,NA,NA
Daniel Wilson,NA,1863,1871,"1,816","1,892"
Frank Wilson,NA,1866,1871,NA,NA
Alfred Wiltshire,NA,1868,1871,"1,839","1,886"
William Smith Windham,NA,1866,1871,NA,NA
Henry Hoyte Winwood,NA,1869,1871,"1,831","1,920"
Thomas Alexander Wise,NA,1866,1871,"1,801","1,889"
James Wodderspoon,NA,1869,1871,NA,NA
Francis George Cornelius Wolber,NA,1868,1871,NA,NA
Samuel Wood,NA,1860,1871,NA,"1,879"
William Spicer Wood,1,1863,1871,NA,"1,902"
Robert Carr Woods,NA,1863,1871,"1,816","1,875"
Francis Beresford Wright,NA,1870,1871,"1,837","1,911"
Thomas Wright,NA,1853,1871,"1,810","1,877"
Robert Younge,NA,1865,1871,"1,801","1,874"
Arthur de Zeltner,NA,1865,1871,NA,NA
William Aldam,1,1838,1848,"1,813","1,890"
Samuel C Baker,NA,1839,1871,"1,821","1,893"
James Bell,1,1847,1862,"1,818","1,872"
John Bell (2),NA,1838,1855,"1,811","1,895"
John Brown,NA,1839,1839,"1,801","1,879"
Henry Christy,1,1840,1865,"1,810","1,865"
Thomas junior Christy,NA,1839,1839,NA,NA
William Clay,1,1839,1868,"1,791","1,869"
Richard King,NA,1838,1871,"1,811","1,876"
John James Sturz,NA,1838,1838,"1,800","1,877"
William Spicer Wood,1,1864,1867,NA,"1,902"
W   Martin Wood,NA,1864,1864,NA,NA
William Wilson,1,1838,1865,"1,785","1,868"
James Wilson,1,1862,1867,NA,NA
E T Wakefield,1,1853,1864,NA,NA
Arthur Trevelyan,NA,1864,1866,NA,"1,880"
x Tonna,NA,1839,1840,"1,812","1,857"
Alfred Robert Thompson,NA,1863,1863,NA,NA
x Stuart,NA,1839,1839,NA,NA
William Parker Snow,NA,1860,1860,"1,817","1,895"
Andrew Smith,NA,1839,1851,"1,797","1,872"
William Wardrop Shaw,NA,1839,1851,"1,816","1,895"
Robert  Herman Schomburgk,NA,1847,1851,"1,804","1,865"
John Ross,1,1839,1852,NA,NA
J Robinson,1,1839,1840,NA,NA
Carl Ritter,NA,1839,1851,"1,779","1,859"
William Ridley,NA,1851,1852,"1,819","1,878"
Thomas Prendergast,NA,1838,1840,"1,806","1,886"
William Augustus Miles,NA,1839,1851,NA,NA
Hervy Masterson,NA,1847,1847,NA,NA
Thomas Martin,NA,1851,1851,NA,NA
Edward Martin,NA,1847,1850,NA,NA
William Horton Lloyd,1,1862,1862,NA,NA
Joseph Lister,1,1851,1855,"1,827","1,912"
J  Beete Jukes,NA,1862,1862,"1,811","1,869"
George Alexander James,NA,1865,1867,NA,"1,868"
Alexander Isbester,NA,1857,1867,"1,822","1,883"
Jonathan Hutchinson,1,1857,1866,"1,828","1,913"
William Holmes,1,1840,1867,NA,NA
Thomas (1) Hodgkin,1,1838,1866,"1,798","1,866"
Thomas (1) Hodgkin,1,1839,1847,"1,798","1,866"
James Heywood,NA,1865,1867,"1,810","1,897"
Charles (1) Harrison,NA,1866,1867,NA,NA
John Henry Gurney,1,1851,1860,"1,819","1,890"
x Gribble,NA,1849,1857,"1,807","1,878"
George Grey,NA,1839,1851,"1,812","1,898"
George Stacey Gibson,1,1851,1863,"1,818","1,883"
Charles Henry Fox,1,1838,1852,NA,NA
William Fowler,1,1860,1867,NA,NA
Robert Nicholas Fowler,1,1851,1867,"1,828","1,891"
M Foster,NA,1866,1867,"1,836","1,907"
Morton Coates Fisher,NA,1859,1859,NA,NA
J H Elliott,NA,1838,1867,NA,NA
James F Draper,NA,1839,1840,NA,"1,876"
James T J Doyle,1,1839,1840,NA,NA
Ernest Dieffenbach,NA,1847,1851,"1,811","1,855"
David Dale,1,1864,1865,"1,829","1,906"
Alexander Cunningham,NA,1838,1862,"1,814","1,893"
Henry Crowley,1,1851,1855,NA,"1,887"
Handel Cossham,NA,1862,1862,"1,824","1,890"
John (1) Collinson,NA,1862,1862,"1,842","1,922"
W W Collins,NA,1861,1862,NA,"1,880"
x Collier,1,1860,1867,NA,NA
C Clarke,NA,1867,1867,NA,NA
William Dinsdale Child,NA,1839,1851,NA,"1,879"
F W Chesson,NA,1857,1867,NA,NA
T A Campbell,NA,1839,1840,NA,NA
Charles Buxton,1,1851,1867,"1,823","1,871"
William Bull,1,1854,1854,"1,828","1,902"
James Silk Buckingham,NA,1852,1855,"1,786","1,855"
Antonio Brady,1,1861,1863,"1,811","1,881"
James Bird,NA,1860,1860,NA,NA
Charles Bennett,NA,1860,1860,NA,NA
Robert Bell,NA,1840,1850,NA,NA
Henry Thorowgood Barnes,NA,1838,1840,NA,NA
John Baker,NA,1861,1864,"1,813","1,872"
Thomas Baines,NA,1867,1867,"1,820","1,875"
John Bailey,NA,1860,1860,NA,NA
James (1) Backhouse,1,1851,1867,"1,794","1,869"
Edward Backhouse,1,1839,1867,"1,808","1,879"
William Allen,NA,1838,1840,NA,NA
S  Stafford Allen,1,1861,1867,"1,840","1,870"
Arthur Albright,1,1861,1867,NA,NA
Rachel Albright,1,1860,1867,NA,NA
William Albright,1,1852,1860,NA,NA
William Jun Aldam,1,1838,1851,NA,NA
Frederick Alexander,1,1839,1840,NA,NA
Samuel Allen,1,1851,1864,NA,NA
John Arch,1,1852,1854,NA,NA
R Arthington,1,1855,1862,NA,NA
R Jun Arthington,1,1860,1862,NA,NA
C Ashby,1,1860,1860,NA,NA
T Jun Ashby,1,1861,1862,NA,NA
Thomas Ashby,1,1861,1867,NA,NA
Thomas Jun Ashby,1,1865,1865,NA,NA
Catherine Backhouse,1,1851,1861,NA,NA
Jonathan Backhouse,1,1838,1851,NA,NA
S Baker,1,1839,1840,NA,NA
Robert Barclay,1,1838,1855,NA,NA
Richard Barrington,1,1864,1867,NA,NA
Edward Beck,1,1838,1859,NA,NA
Eliza Bell,1,1851,1867,NA,NA
Frederick J Bell,1,1851,1857,NA,NA
S S Bell,1,1857,1866,NA,NA
Samuel Bewley,1,1866,1867,NA,NA
x Biffin,1,1861,1861,NA,NA
J Binyon,1,1856,1857,NA,NA
E L Birkbeck,1,1866,1866,NA,NA
H Birkbeck,1,1860,1860,NA,NA
W Blaine,1,1861,1862,NA,NA
Elizabeth Bowley,1,1860,1867,NA,NA
Henry Brady,1,1866,1867,NA,NA
Charles L Braithwaite,1,1866,1866,NA,NA
L Braithwaite,1,1860,1860,NA,NA
Isaac Brown,1,1839,1867,NA,NA
Joshua Brown,1,1860,1867,NA,NA
Lydia Brown,1,1862,1867,NA,NA
Sarah Burgess,1,1866,1867,NA,NA
Thomas Burgess,1,1860,1861,NA,NA
Thomas Fowell Buxton,1,1838,1867,NA,NA
W Catchpool,1,1855,1859,NA,NA
x Charleton,1,1860,1860,NA,NA
Samuel Clark,1,1839,1840,NA,NA
W Clemes,1,1853,1854,NA,NA
C Clothier,1,1860,1860,NA,NA
Joseph Cooper,1,1851,1867,NA,NA
George Crosfield,1,1838,1838,NA,NA
Joseph Crosland,1,1866,1867,NA,NA
A Crowley,1,1855,1863,NA,NA
A Dale,1,1861,1861,NA,NA
Elizabeth S Dawes,1,1867,1867,NA,NA
John Dodshon,1,1860,1867,NA,NA
Daniel Doncaster,1,1866,1867,NA,NA
Elizabeth Dyer,1,1860,1867,NA,NA
R Dymond,1,1862,1862,NA,NA
William Dyson,1,1864,1865,NA,NA
William Dyster,NA,1840,1840,NA,NA
A Ellis,1,1860,1862,NA,NA
Thomas Evans,1,1860,1865,NA,NA
Ann Everett,1,1839,1861,NA,NA
Joseph Farden,1,1851,1866,NA,NA
John Fell,1,1852,1852,NA,NA
Mary Fell,1,1840,1840,NA,NA
S H Fisher,1,1855,1855,NA,NA
Caleb Fletcher,1,1854,1865,NA,NA
Martha Fletcher,1,1854,1855,NA,NA
John Ford,1,1854,1857,NA,NA
George Fox,1,1862,1867,NA,NA
Henry Fox,1,1862,1867,NA,NA
Robert Were Fox,1,1838,1867,NA,NA
x Fox,1,1861,1861,NA,NA
W Gayner,1,1855,1855,NA,NA
Joseph Gibbens,1,1860,1864,NA,NA
Ann Gibson,1,1860,1865,NA,NA
Francis Gibson,1,1840,1861,NA,NA
F  E Gibson,1,1860,1861,NA,NA
W G Gibson,1,1862,1862,NA,NA
T Gill,1,1861,1862,NA,NA
J Gillett,1,1863,1863,NA,NA
John Gillett,1,1860,1863,NA,NA
J Gilpin,1,1860,1862,NA,NA
James Gingell,1,1860,1862,NA,NA
John Good,1,1861,1867,NA,NA
Josiah Grace,1,1860,1861,NA,NA
Thomas Graham,1,1851,1858,NA,NA
John Green,1,1860,1863,NA,NA
T Gregory,1,1860,1862,NA,NA
G Grimshaw,1,1861,1862,NA,NA
x Hadfield,1,1864,1867,NA,NA
Isaac Hadwen,1,1852,1865,NA,NA
Robert Harding,1,1861,1867,NA,NA
Henry Harris,1,1861,1867,NA,NA
Lydia Harris,1,1840,1862,NA,NA
Thomas Harvey,1,1852,1867,NA,NA
George Head,1,1838,1865,NA,NA
Sarah Head,1,1859,1867,NA,NA
H Headley,1,1860,1860,NA,NA
W Hewitson,1,1860,1860,NA,NA
Charles Hicks,1,1862,1867,NA,NA
Elizabeth Hills,1,1863,1867,NA,NA
James Hills,1,1861,1861,NA,NA
John Hills,1,1853,1864,NA,NA
Gurney Hoare,1,1838,1840,NA,NA
Maria Hooper,1,1860,1862,NA,NA
J Hopkins,1,1839,1860,NA,NA
Rebecca Hopkins,1,1860,1867,NA,NA
Mary Horsnail,1,1851,1857,NA,NA
Elizabeth Howard (2),1,1860,1867,NA,NA
Elizabeth Howard,1,1851,1865,NA,NA
Thomas Hughes,1,1867,1867,NA,NA
Henry Hunt,1,1838,1861,NA,NA
T Hunt,1,1862,1862,NA,NA
J Hurnard,1,1860,1861,NA,NA
John C Isaac,1,1855,1867,NA,NA
John James,1,1860,1860,NA,NA
Charles Janson,1,1861,1866,NA,NA
Samuel Jesper,1,1851,1852,NA,NA
Benjamin Jowett (2),1,1852,1867,NA,NA
John Jun Jowett,1,1851,1851,NA,NA
Robert Jowett (2),1,1852,1862,NA,NA
John King,1,1860,1862,NA,NA
Samuel King,1,1860,1867,NA,NA
Thomas King,1,1838,1840,NA,NA
Alfred Kitching,1,1860,1866,NA,NA
C Knight,1,1839,1839,NA,NA
John Lee,1,1851,1865,NA,NA
x Leitch,1,1847,1849,NA,NA
Thomas Letchmore,1,1860,1860,NA,NA
Thomas x Jun Letchmore,1,1860,1860,NA,NA
Thomas Letchworth,1,1862,1867,NA,NA
Thomas Jun Letchworth,1,1864,1866,NA,NA
Thomas x Jun Letchworth,1,1862,1865,NA,NA
S Lloyd,1,1865,1865,NA,NA
Edward Lucas,1,1852,1867,NA,NA
Rebecca Lucas,1,1851,1867,NA,NA
Thomas Marriage,1,1861,1862,NA,NA
John Marsh,1,1860,1867,NA,NA
R Marsh,1,1860,1861,NA,NA
William Matthews,1,1862,1866,NA,NA
William Mattravers,1,1839,1840,NA,NA
D Miller,1,1853,1859,NA,NA
John Morrison,1,1839,1851,NA,NA
E Neave,1,1861,1861,NA,NA
Mary Overend,1,1851,1855,NA,NA
W J Palmer,1,1862,1866,NA,NA
J Pears,1,1839,1851,NA,NA
x Poeppig,NA,1839,1840,NA,NA
Edward Priestman (2),1,1866,1866,NA,NA
John Priestman,1,1852,1862,NA,NA
James Ransome,1,1839,1862,NA,NA
Robert Ransome,1,1839,1865,NA,NA
William Rathbone,1,1839,1867,NA,NA
J Jun Read,1,1839,1840,NA,NA
Edward Richardson,1,1839,1861,NA,NA
Henry Richardson,1,1860,1867,NA,NA
W Richardson,1,1860,1861,NA,NA
R M Rickman,1,1862,1862,NA,NA
S Rickman,1,1838,1838,NA,NA
Leitch Ritchie,NA,1839,1851,NA,NA
J Rooke,1,1860,1860,NA,NA
Alfred Rosling,1,1861,1866,NA,NA
John S Rowntree,1,1866,1866,NA,NA
Joseph Rowntree,1,1851,1855,NA,NA
Samuel Rundall,1,1839,1839,NA,NA
Henry Russell,1,1851,1853,NA,NA
Joseph Sams,1,1838,1855,NA,NA
J A Sanders,1,1861,1861,NA,NA
Mary Sansom,1,1855,1855,NA,NA
Micheal Scatterthwaite,1,1861,1861,NA,NA
S Scatterthwaite,1,1861,1862,NA,NA
Leonard Sedgwick,NA,1861,1864,NA,NA
Benjamin Seebohm,1,1865,1866,NA,NA
William Seebohm,1,1839,1861,NA,NA
Charles Sessions,1,1859,1866,NA,NA
Robert Simpson,1,1860,1867,NA,NA
Alfred Smith,1,1862,1862,NA,NA
Edward Smith,1,1862,1865,NA,NA
Richard Smith,1,1857,1867,NA,NA
Ann Snowden,1,1865,1867,NA,NA
C Southall,1,1861,1861,NA,NA
William Southall,1,1862,1866,NA,NA
William Sparkes,1,1861,1867,NA,NA
Joseph F Spence,1,1854,1867,NA,NA
L Squire,1,1839,1840,NA,NA
Mary Steevens,1,1861,1861,NA,NA
Henry Sterry,1,1851,1867,NA,NA
Richard Sterry,1,1851,1865,NA,NA
John Stevens,1,1839,1840,NA,NA
Joseph Sturge (Mrs),1,1838,1866,NA,NA
Sarah Styles,1,1866,1866,NA,NA
George N Tatham,1,1851,1852,NA,NA
Mary Ann Tatham,1,1851,1867,NA,NA
Edward Taylor,1,1861,1865,NA,NA
F Taylor,1,1861,1861,NA,NA
H Taylor,1,1861,1861,NA,NA
A Thistlethwaite,1,1860,1860,NA,NA
F J Thompson,1,1860,1867,NA,NA
Josiah Thompson,1,1861,1862,NA,NA
Thomas Thompson,1,1862,1862,NA,NA
W Thompson,1,1860,1862,NA,NA
x Thompson,NA,1857,1857,NA,NA
George Treffry,1,1860,1867,NA,NA
Frederick Tuckett,1,1851,1854,NA,NA
W Tuke,1,1860,1860,NA,NA
Thomas Turner,1,1862,1867,NA,NA
James E Veale,1,1851,1867,NA,NA
Jonathan Walker,1,1860,1867,NA,NA
Ann Wallis,1,1851,1867,NA,NA
John Warner,1,1839,1840,NA,NA
Alfred Waterhouse,1,1861,1867,NA,NA
Mary Waterhouse,1,1852,1852,NA,NA
R Waterhouse,1,1861,1862,NA,NA
Thomas Wedmore,1,1861,1864,NA,NA
James Wells,1,1861,1861,NA,NA
Daniel Wheeler,1,1839,1839,NA,NA
W Whiting,1,1861,1861,NA,NA
John Jun Williams,1,1838,1838,NA,NA
W R Williams,1,1860,1860,NA,NA
Charles Wilson,1,1867,1867,NA,NA
George Wilson,1,1861,1867,NA,NA
Isaac Wilson,1,1838,1840,NA,NA
Joseph Wilson,1,1839,1839,NA,NA
Rebecca Wilson,1,1839,1861,NA,NA
H Wise,1,1839,1840,NA,NA
William Woods,1,1865,1865,NA,NA
Louisa Wright,1,1862,1867,NA,NA
James Bowden,1,1842,1847,NA,NA
William Nash,1,1842,1847,NA,NA
Joseph Sturge,1,1842,1847,NA,NA
William Jun Grimshaw,1,1840,1847,NA,NA
Henry Knight,1,1852,1858,NA,NA
Henry Knight,1,1840,1847,NA,NA
Edward Paull,1,1840,1847,NA,NA
Robert Jun Alsop,1,1837,1847,NA,NA
Abram Rawlinson Barclay,1,1837,1839,NA,NA
John Barclay,1,1837,1839,NA,NA
Richard Barrett,1,1837,1839,NA,NA
John Thomas Barry,1,1852,1853,NA,NA
John Thomas Barry,1,1837,1847,NA,NA
Peter Bedford,1,1860,1860,NA,NA
Peter Bedford,1,1837,1847,NA,NA
John Bell,1,1838,1840,NA,NA
John Bell,1,1837,1839,NA,NA
Thomas Christy,1,1839,1840,NA,NA
Thomas Christy,1,1837,1839,NA,NA
Samuel Darton,1,1837,1839,NA,NA
Josiah Forster,1,1838,1867,NA,NA
Josiah Forster,1,1837,1847,NA,NA
Robert Forster,1,1860,1867,NA,NA
Robert Forster,1,1837,1847,NA,NA
William Forster,1,1838,1840,NA,NA
William Forster,1,1837,1847,NA,NA
Joseph Talwin Foster,1,1837,1847,NA,NA
John Hamilton,1,1837,1839,NA,NA
Edwd Harris,1,1837,1847,NA,NA
Geo Holmes,1,1837,1839,NA,NA
Robert Howard,1,1838,1840,NA,NA
Robert Howard,1,1837,1839,NA,NA
John Kitching,1,1860,1866,NA,NA
John Kitching,1,1837,1839,NA,NA
Joseph Neatby,1,1851,1852,NA,NA
Joseph Neatby,1,1837,1847,NA,NA
John Sanderson,1,1838,1840,NA,NA
John Sanderson,1,1837,1847,NA,NA
Joseph Shewell,1,1840,1867,NA,NA
Joseph Shewell,1,1837,1839,NA,NA
George Stacey,1,1837,1847,NA,NA
 Joseph Storrs,1,1837,1847,NA,NA
John M Albright,1,1860,1867,NA,NA
G W Alexander,1,1851,1867,NA,NA
Henry Alexander,1,1860,1866,NA,NA
R D Alexander,1,1839,1860,NA,NA
Thomas Allis,1,1856,1867,NA,NA
John D Appleton,1,1864,1867,NA,NA
Caroline Armistead,1,1861,1865,NA,NA
Joseph Armistead,1,1861,1864,NA,NA
Edward Ash,1,1839,1860,NA,NA
Alfred Backhouse,1,1860,1867,NA,NA
Edmund Backhouse,1,1861,1867,NA,NA
Edward Jun Backhouse,1,1851,1855,NA,NA
James Jun Backhouse,1,1863,1867,NA,NA
John Church Backhouse,1,1852,1852,NA,NA
J E Baker,1,1861,1867,NA,NA
James Baker,1,1861,1867,NA,NA
A P Balkwill,1,1862,1862,NA,NA
William Ball,1,1840,1866,NA,NA
Eliza Barclay,1,1851,1866,NA,NA
J Gurney Barclay,1,1852,1852,NA,NA
Jonathan Barrett,1,1860,1861,NA,NA
R Barrett,1,1853,1860,NA,NA
R C Barrow,1,1860,1864,NA,NA
S Barter,1,1861,1862,NA,NA
John D Bassett,1,1851,1867,NA,NA
John Baynes,1,1838,1838,NA,NA
John Beaumont,1,1839,1860,NA,NA
Rebecca Beaumont,1,1860,1866,NA,NA
William Beaumont,1,1860,1867,NA,NA
Samuel Beck,1,1861,1866,NA,NA
Deborah Beesley,1,1860,1867,NA,NA
Paul Bevan,1,1860,1867,NA,NA
Robert Bevan,1,1851,1854,NA,NA
Martha A Binyon,1,1866,1867,NA,NA
Thomas Binyon,1,1851,1860,NA,NA
S Birchall,1,1861,1862,NA,NA
Thomas Blain,1,1865,1867,NA,NA
J Blunsom,1,1861,1865,NA,NA
W Bott,1,1862,1862,NA,NA
Christopher Bowley,1,1838,1862,NA,NA
W C Bowley,1,1860,1862,NA,NA
Edwin Bracher,1,1861,1866,NA,NA
James Bracher,1,1861,1861,NA,NA
Lucy Bradshaw,1,1860,1861,NA,NA
G S Brady,1,1861,1861,NA,NA
Joseph B Braithwaite,1,1866,1867,NA,NA
S Braithwaite,1,1862,1862,NA,NA
Charles Brewin,1,1840,1840,NA,NA
Robert Brewin,1,1860,1867,NA,NA
Thomas Brewin,1,1860,1867,NA,NA
William Brewin,1,1860,1867,NA,NA
Francis Brown,1,1861,1867,NA,NA
Gopsill Brown,1,1860,1860,NA,NA
W W Brown,1,1861,1866,NA,NA
J F Burgess,1,1860,1861,NA,NA
Wilson Burgess,1,1852,1852,NA,NA
Henry Burlingham,1,1861,1867,NA,NA
Jonathan Burtt,1,1847,1867,NA,NA
P Burtt,1,1861,1861,NA,NA
Edward North Buxton,1,1838,1855,NA,NA
James Cadbury,1,1838,1867,NA,NA
John M Candler,1,1839,1867,NA,NA
Edward Carroll,1,1865,1865,NA,NA
Joseph Cash,1,1863,1867,NA,NA
Newman Cash,1,1838,1838,NA,NA
William Cash,1,1839,1840,NA,NA
R D Catchpool,1,1860,1867,NA,NA
Thomas Catchpool,1,1838,1855,NA,NA
Thomas Chalk,1,1839,1840,NA,NA
Elizabeth Charelton,1,1861,1867,NA,NA
James Charleton,1,1839,1839,NA,NA
Robert Charleton,1,1856,1867,NA,NA
Richard Christy,1,1840,1866,NA,NA
Cyrus Clark,1,1861,1861,NA,NA
James Clark (2),1,1860,1866,NA,NA
Joseph Clark,1,1860,1866,NA,NA
W S Clark,1,1861,1866,NA,NA
George Cook,1,1866,1866,NA,NA
J H Cotterell,1,1862,1862,NA,NA
Elliott Cresson,1,1839,1852,NA,NA
W D Crewdson,1,1838,1840,NA,NA
Ann Cropper,1,1861,1867,NA,NA
James Cropper,1,1866,1867,NA,NA
John Cropper,1,1866,1867,NA,NA
Joseph Crosfield,1,1861,1867,NA,NA
William Crosfield,1,1861,1864,NA,NA
Jeremiah Cross,1,1861,1866,NA,NA
Martha Cross,1,1860,1860,NA,NA
Edward A Crouch,1,1857,1860,NA,NA
Abraham Crowley,1,1851,1855,NA,NA
Frederick Crowley,1,1865,1867,NA,NA
J Cudworth,1,1860,1863,NA,NA
Mary Cudworth,1,1861,1867,NA,NA
William Cudworth,1,1861,1867,NA,NA
Lucy Darby,1,1851,1855,NA,NA
Richard Day,1,1851,1851,NA,NA
William Dent,1,1851,1855,NA,NA
Barnard Dickinson,1,1851,1853,NA,NA
Elizabeth G Dimsdale,1,1867,1867,NA,NA
J Doubleday,1,1866,1866,NA,NA
R Doubleday,1,1866,1866,NA,NA
Joseph Eaton,1,1839,1858,NA,NA
Thomas Emmott,1,1866,1867,NA,NA
Mary Exton,1,1852,1860,NA,NA
William Exton,1,1851,1851,NA,NA
Abraham Fisher,1,1859,1865,NA,NA
Rachel Fowler,1,1851,1867,NA,NA
Thomas Fowler,1,1838,1851,NA,NA
Alfred L Fox,1,1867,1867,NA,NA
Francis E Fox,1,1838,1867,NA,NA
Frederick H Fox,1,1862,1867,NA,NA
J G Fox,1,1858,1858,NA,NA
R Barclay Fox,1,1851,1857,NA,NA
Philip Frith,1,1839,1840,NA,NA
Frederick Fryer,1,1861,1867,NA,NA
John Gayner,1,1865,1865,NA,NA
Deborah Gibson,1,1866,1866,NA,NA
E Gilkes,1,1861,1861,NA,NA
Charles Gillett,1,1860,1867,NA,NA
Jonathan Gillett,1,1860,1867,NA,NA
Burwood Godlee,1,1839,1867,NA,NA
Alexander Grace,1,1862,1867,NA,NA
Anna Gurney,1,1851,1857,NA,NA
Edmund Gurney,1,1851,1855,NA,NA
Henry E Gurney,1,1855,1866,NA,NA
John Gurney,1,1839,1855,NA,NA
Samuel Gurney,1,1838,1867,NA,NA
Daniel P Hack,1,1851,1867,NA,NA
John Barton Hack,1,1839,1851,NA,NA
Cornelius Hanbury,1,1838,1867,NA,NA
Cornelius x Jun Hanbury,1,1866,1867,NA,NA
Daniel Bell Hanbury,1,1851,1867,NA,NA
Samuel Hare,1,1861,1866,NA,NA
Charles L Harford,1,1838,1855,NA,NA
John Harford,1,1838,1851,NA,NA
Summers Harford,1,1838,1855,NA,NA
William Hargreaves,1,1860,1867,NA,NA
John Harlock,1,1860,1867,NA,NA
Theodore Harris,1,1862,1867,NA,NA
John Herschell,NA,1839,1851,NA,NA
Gray Hester,1,1861,1867,NA,NA
M A Hewitson,1,1867,1867,NA,NA
Henry Hipsley,1,1862,1867,NA,NA
John Hodgkin,1,1851,1867,NA,NA
J Holdsworth,1,1860,1861,NA,NA
Richard Holdsworth,1,1864,1867,NA,NA
G B Holmes,1,1840,1840,NA,NA
S Horman-Fisher,1,1857,1857,NA,NA
Robert Horne,1,1860,1867,NA,NA
John Horniman,1,1860,1867,NA,NA
Charles Horsnaill,1,1860,1866,NA,NA
W C Horsnaill,1,1860,1861,NA,NA
Sarah Hotham,1,1860,1866,NA,NA
Luke Howard,1,1851,1852,NA,NA
William Howitt,1,1839,1851,NA,NA
Rachel Hubbert,1,1866,1866,NA,NA
Joseph Hudson,1,1861,1861,NA,NA
John Huntley,1,1864,1866,NA,NA
Joseph Huntley,1,1860,1867,NA,NA
Martha Hutchinson,1,1839,1840,NA,NA
R Impey,1,1861,1863,NA,NA
Edward James,1,1860,1867,NA,NA
A Janson,1,1861,1861,NA,NA
William Janson,1,1852,1867,NA,NA
Andrew Johnston,1,1838,1866,NA,NA
Andrew & Jun Johnston,1,1861,1862,NA,NA
John Jowett,1,1860,1867,NA,NA
W D King,1,1862,1865,NA,NA
J H Knight,1,1860,1861,NA,NA
T Knott,1,1860,1860,NA,NA
Edward A Leatham,1,1851,1867,NA,NA
Isabella Lister,1,1838,1840,NA,NA
Wilson Lloyd,1,1866,1867,NA,NA
Haggar Lowe,1,1838,1867,NA,NA
Edmund Lucas,1,1851,1864,NA,NA
Frederick Lucas,1,1839,1840,NA,NA
Jeffrey Lucas,1,1840,1854,NA,NA
Martha Lucas,1,1851,1855,NA,NA
Samuel Lucas,1,1851,1867,NA,NA
William Jun Lucas,1,1839,1860,NA,NA
Harford Lury,1,1860,1865,NA,NA
J E Lury,1,1853,1867,NA,NA
W Mann,1,1860,1860,NA,NA
Caroline Marriage,1,1860,1867,NA,NA
Edward Marsh,1,1857,1867,NA,NA
Thomas William Marsh,1,1860,1867,NA,NA
Thomas Maw,1,1839,1840,NA,NA
Edward C May,1,1839,1862,NA,NA
Francis May,1,1860,1865,NA,NA
John Mayfield,1,1847,1867,NA,NA
Josiah Merrick,1,1860,1867,NA,NA
John Morland,1,1839,1867,NA,NA
George L Neighbour,1,1847,1867,NA,NA
Josiah Newman,1,1867,1867,NA,NA
William Norris,1,1860,1867,NA,NA
Thomas Norton,1,1860,1867,NA,NA
William Norton,1,1861,1867,NA,NA
William Nutter,1,1860,1866,NA,NA
J J Packer,1,1861,1862,NA,NA
George Palmer,1,1860,1867,NA,NA
Reuben C Payne,1,1860,1867,NA,NA
Arthur Pease,1,1861,1866,NA,NA
Edward Pease,1,1838,1867,NA,NA
Gurney Pease,1,1865,1866,NA,NA
Henry Fell Pease,1,1851,1867,NA,NA
John Pease,1,1851,1867,NA,NA
John B Pease,1,1852,1867,NA,NA
Joseph Pease,1,1838,1866,NA,NA
Joseph Whitwell Pease,1,1866,1866,NA,NA
Susan Pease,1,1851,1851,NA,NA
Thomas Pease,1,1861,1867,NA,NA
Algernon Peckover,1,1851,1867,NA,NA
William Peckover,1,1866,1867,NA,NA
Robert H Penney,1,1866,1867,NA,NA
